# SignalP-5.0	Organism: Eukarya	Timestamp: 20210530171911
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000585644.1	OTHER	0.004965	0.995035	
ENST00000586663.2	OTHER	0.000791	0.999209	
ENST00000587027.1	OTHER	0.000938	0.999062	
ENST00000587230.6	OTHER	0.000612	0.999388	
ENST00000588848.5	OTHER	0.000214	0.999786	
ENST00000588952.5	OTHER	0.000264	0.999736	
ENST00000589083.5	OTHER	0.000612	0.999388	
ENST00000589102.1	OTHER	0.001147	0.998853	
ENST00000589521.1	OTHER	0.000649	0.999351	
ENST00000589627.1	OTHER	0.000659	0.999341	
ENST00000590641.6	OTHER	0.000561	0.999439	
ENST00000590769.5	OTHER	0.000510	0.999490	
ENST00000591046.1	OTHER	0.000649	0.999351	
ENST00000591197.1	OTHER	0.000409	0.999591	
ENST00000592120.5	OTHER	0.000510	0.999490	
ENST00000592922.6	OTHER	0.000786	0.999214	
ENST00000593729.5	OTHER	0.000920	0.999080	
ENST00000594599.1	OTHER	0.001057	0.998943	
ENST00000595856.5	OTHER	0.000651	0.999349	
ENST00000596375.1	OTHER	0.000765	0.999235	
ENST00000597558.5	OTHER	0.006403	0.993597	
ENST00000598785.5	OTHER	0.000765	0.999235	
ENST00000599062.5	OTHER	0.001290	0.998710	
ENST00000600383.1	OTHER	0.009826	0.990174	
ENST00000601799.5	OTHER	0.005486	0.994514	
ENST00000605941.5	OTHER	0.001249	0.998751	
ENST00000607535.5	OTHER	0.007574	0.992426	
ENST00000607690.1	OTHER	0.001642	0.998358	
ENST00000609686.3	SP(Sec/SPI)	0.939987	0.060013	CS pos: 26-27. SRA-RS. Pr: 0.5573
ENST00000611208.4	OTHER	0.005651	0.994349	
ENST00000611699.1	OTHER	0.000315	0.999685	
ENST00000612558.4	OTHER	0.001788	0.998212	
ENST00000612927.1	OTHER	0.023092	0.976908	
ENST00000613219.4	OTHER	0.000791	0.999209	
ENST00000613412.1	OTHER	0.000522	0.999478	
ENST00000614272.1	OTHER	0.000522	0.999478	
ENST00000616242.4	OTHER	0.000428	0.999572	
ENST00000616760.1	OTHER	0.001331	0.998669	
ENST00000617316.2	OTHER	0.005336	0.994664	
ENST00000617492.4	OTHER	0.001544	0.998456	
ENST00000618072.4	OTHER	0.000583	0.999417	
ENST00000618193.1	OTHER	0.000522	0.999478	
ENST00000618897.4	OTHER	0.271382	0.728618	
ENST00000619501.4	OTHER	0.001147	0.998853	
ENST00000620278.1	OTHER	0.000832	0.999168	
ENST00000621469.5	OTHER	0.001604	0.998396	
ENST00000622544.4	OTHER	0.002311	0.997689	
ENST00000622833.4	OTHER	0.000802	0.999198	
ENST00000624909.1	OTHER	0.001483	0.998517	
ENST00000627535.2	SP(Sec/SPI)	0.892507	0.107493	CS pos: 26-27. SRA-RS. Pr: 0.5399
ENST00000628361.1	OTHER	0.002274	0.997726	
ENST00000628781.1	OTHER	0.000497	0.999503	
ENST00000628980.2	OTHER	0.001495	0.998505	
ENST00000629359.2	OTHER	0.000497	0.999503	
ENST00000630479.1	OTHER	0.003510	0.996490	
ENST00000630791.1	SP(Sec/SPI)	0.892507	0.107493	CS pos: 26-27. SRA-RS. Pr: 0.5399
ENST00000633867.1	OTHER	0.006189	0.993811	
ENST00000634737.1	SP(Sec/SPI)	0.545568	0.454432	CS pos: 16-17. FKG-QT. Pr: 0.1607
ENST00000637282.1	OTHER	0.000963	0.999037	
ENST00000637486.1	OTHER	0.000497	0.999503	
ENST00000637585.1	OTHER	0.000931	0.999069	
ENST00000638749.1	OTHER	0.000579	0.999421	
ENST00000639169.1	OTHER	0.029565	0.970435	
ENST00000639264.1	OTHER	0.036120	0.963880	
ENST00000639448.1	OTHER	0.000300	0.999700	
ENST00000639952.1	OTHER	0.002045	0.997955	
ENST00000639979.1	OTHER	0.000251	0.999749	
ENST00000640015.1	OTHER	0.000858	0.999142	
ENST00000640258.1	OTHER	0.036120	0.963880	
ENST00000640565.1	OTHER	0.000300	0.999700	
ENST00000640710.1	OTHER	0.002045	0.997955	
ENST00000642285.1	OTHER	0.000896	0.999104	
ENST00000642675.1	OTHER	0.000896	0.999104	
ENST00000642851.1	OTHER	0.001242	0.998758	
ENST00000643581.1	OTHER	0.000415	0.999585	
ENST00000644049.1	OTHER	0.005603	0.994397	
ENST00000644261.1	OTHER	0.014940	0.985060	
ENST00000645453.2	OTHER	0.001147	0.998853	
ENST00000646038.1	OTHER	0.005155	0.994845	
ENST00000646745.1	OTHER	0.003365	0.996635	
ENST00000646954.1	OTHER	0.003365	0.996635	
ENST00000647009.1	OTHER	0.003365	0.996635	
ENST00000648167.1	OTHER	0.000792	0.999208	
ENST00000648817.1	OTHER	0.001242	0.998758	
ENST00000649490.1	SP(Sec/SPI)	0.997681	0.002319	CS pos: 18-19. ALA-AE. Pr: 0.9151
ENST00000649994.1	OTHER	0.001775	0.998225	
ENST00000650112.1	OTHER	0.001281	0.998719	
ENST00000650427.1	OTHER	0.425167	0.574833	
ENST00000650696.1	OTHER	0.000533	0.999467	
ENST00000650810.1	OTHER	0.000533	0.999467	
ENST00000650843.1	OTHER	0.000533	0.999467	
ENST00000650905.2	OTHER	0.001701	0.998299	
ENST00000650952.1	OTHER	0.000533	0.999467	
ENST00000651112.1	OTHER	0.000322	0.999678	
ENST00000651117.1	OTHER	0.004962	0.995038	
ENST00000651178.1	OTHER	0.004962	0.995038	
ENST00000651225.1	OTHER	0.002778	0.997222	
ENST00000651379.1	OTHER	0.004962	0.995038	
ENST00000651380.1	OTHER	0.004962	0.995038	
ENST00000651467.1	OTHER	0.000533	0.999467	
ENST00000651557.1	OTHER	0.001065	0.998935	
ENST00000651686.1	OTHER	0.004962	0.995038	
ENST00000651791.1	OTHER	0.004962	0.995038	
ENST00000651811.1	OTHER	0.000533	0.999467	
ENST00000651848.1	OTHER	0.000533	0.999467	
ENST00000651953.1	OTHER	0.004962	0.995038	
ENST00000652001.1	OTHER	0.000900	0.999100	
ENST00000652001.1_PAR_Y	OTHER	0.000900	0.999100	
ENST00000652028.1	OTHER	0.000533	0.999467	
ENST00000652032.1	OTHER	0.004962	0.995038	
ENST00000652059.1	OTHER	0.004962	0.995038	
ENST00000652213.1	OTHER	0.001701	0.998299	
ENST00000652243.1	OTHER	0.001108	0.998892	
ENST00000652309.1	OTHER	0.004962	0.995038	
ENST00000652323.1	OTHER	0.001155	0.998845	
ENST00000652377.1	OTHER	0.004962	0.995038	
ENST00000652463.1	OTHER	0.000533	0.999467	
ENST00000652466.1	OTHER	0.000583	0.999417	
ENST00000652506.1	OTHER	0.000533	0.999467	
ENST00000652604.1	OTHER	0.000487	0.999513	
ENST00000652730.1	OTHER	0.004962	0.995038	
ENST00000671824.1	OTHER	0.000440	0.999560	
ENST00000673284.1	OTHER	0.000440	0.999560	
