"","isoform_id","ES","ES_genomic_start","ES_genomic_end","MEE","MEE_genomic_start","MEE_genomic_end","MES","MES_genomic_start","MES_genomic_end","IR","IR_genomic_start","IR_genomic_end","A5","A5_genomic_start","A5_genomic_end","A3","A3_genomic_start","A3_genomic_end","ATSS","ATSS_genomic_start","ATSS_genomic_end","ATTS","ATTS_genomic_start","ATTS_genomic_end"
"754","ENST00000560346.5",2,"40239870;40266612","40240095;40266997",0,NA,NA,1,"40256843;40263799","40257086;40263919",2,"40266004;40276397","40266013;40277115",0,NA,NA,2,"40240522;40273930","40240599;40274142",1,"40217428;40238759","40217667;40239135",1,"40277485","40277487"
"968","ENST00000210633.3",0,NA,NA,0,NA,NA,0,NA,NA,1,"100984358","100984489",1,"100981229","100981420",0,NA,NA,1,"100969518;100972529","100969924;100972835",1,"100985615;100985618","100985616;100985871"
"303","ENST00000540896.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"19233166;19233422;19234509;19235696;19239275;19242775;19253959;19257805;19275623;19291600","19233318;19233622;19234706;19235869;19239388;19242936;19254227;19257867;19275830;19291719",1,"19179473;19180199;19180731;19183390;19187558;19187981;19191304;19196266;19196489;19199734;19201329;19207518;19208154;19208922;19210326;19216111;19219885;19221377;19221951;19222684;19223891;19225453;19226219;19229838","19179969;19180238;19180806;19183611;19187728;19188091;19191435;19196415;19196656;19199841;19201493;19207676;19208311;19209327;19210509;19216256;19220007;19221611;19222093;19222809;19224054;19225633;19226383;19229845"
"416","ENST00000585747.1",0,NA,NA,0,NA,NA,1,"57585864;57586219","57585973;57586391",0,NA,NA,2,"57572990;57580055","57573246;57580073",1,"57571540","57571603",1,"57586689","57586702",1,"57544377;57551175;57554259;57554845;57559145;57562874;57566447","57550846;57551374;57554424;57554952;57559545;57562980;57566581"
"1263","ENST00000325333.10",1,"55642097","55642148",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"55642439","55642497",1,"55635016;55640985","55635712;55641002",0,NA,NA
"322","ENST00000425654.7",3,"21468595;21503244;21606531","21468674;21506814;21606582",0,NA,NA,2,"21537868;21561471,21637274;21641533;21645379","21538948;21561560,21637414;21642799;21645899",0,NA,NA,3,"21440781;21490578;21532067","21441405;21495691;21532195",1,"21501475","21501520",0,NA,NA,0,NA,NA
"634","ENST00000292599.4",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"179770928","179771147",0,NA,NA,0,NA,NA
"775","ENST00000509876.5",3,"63636481;63679685;63702293","63636822;63679891;63702427",0,NA,NA,0,NA,NA,0,NA,NA,1,"63685911","63686324",1,"63646526","63646527",1,"63635802","63636111",1,"63714454","63726011"
"168","ENST00000480814.5",0,NA,NA,0,NA,NA,1,"119232417;119233007;119235145;119236153","119232521;119233153;119235227;119236251",0,NA,NA,1,"119218650","119218712",0,NA,NA,1,"119240316;119240765","119240639;119240946",1,"119211732","119211779"
"388","ENST00000368400.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"155140245","155140407",1,"155140531","155140595",0,NA,NA
"994","ENST00000606427.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"13574624","13574744",0,NA,NA,1,"13574584","13574599",1,"13588425;13589060;13591669;13595477;13596963;13599032;13600834;13604476;13611790","13588464;13589543;13591894;13595564;13597016;13599155;13600949;13605739;13615158"
"381","ENST00000474924.5",0,NA,NA,0,NA,NA,0,NA,NA,1,"74555132;74555454","74555154;74555574",1,"74554814","74554859",0,NA,NA,1,"74554086;74554722","74554547;74554738",1,"74555636;74555894;74556308","74555668;74556078;74557554"
"119","ENST00000422918.5",2,"153913524;153919567","153913600;153919686",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"153913879","153914253",1,"153920708;153921097;153921365;153921605;153922124;153926136;153926590;153926816;153928327;153932071;153932316;153932539;153933943;153934377;153934884","153920808;153921159;153921527;153921809;153922248;153926305;153926757;153926860;153928419;153932115;153932431;153932584;153934001;153934475;153934999",1,"153907376;153909070;153909443;153909741;153910012;153910171;153910506;153910700;153910922;153911129;153912700;153913024;153913218","153907962;153909169;153909658;153909924;153910085;153910404;153910611;153910871;153910999;153911189;153912802;153913051;153913228"
"1268","ENST00000252797.6",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"30558263","30558498",0,NA,NA
"292","ENST00000396914.4",0,NA,NA,0,NA,NA,1,"14119145;14121917","14119313;14122086",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"963","ENST00000612509.4",1,"50270433","50270495",0,NA,NA,0,NA,NA,0,NA,NA,1,"50273314","50273443",2,"50270561;50273157","50270890;50273298",1,"50267558;50268874","50267769;50269165",1,"50273759;50273913;50274363;50274843;50275012;50275302;50275560;50275705;50276302","50273828;50274340;50274582;50274934;50275053;50275459;50275615;50275844;50277546"
"1095","ENST00000511052.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"182144047;182144339","182144195;182144500",1,"181874438;181877044;181975156;181979582;182012662;182079629;182081756;182084854;182141186;182142383","181874545;181877121;181976536;181980377;182012819;182079876;182081826;182085174;182141484;182143139"
"6","ENST00000645843.1",3,"127965954;128001716;128009560","127966056;128001760;128009635",0,NA,NA,0,NA,NA,0,NA,NA,2,"128009191;128030672","128009201;128031313",1,"128017358","128017363",0,NA,NA,0,NA,NA
"798","ENST00000371717.8",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,"136412569;136412892;136416391;136419106","136412606;136412965;136416904;136420933",0,NA,NA,1,"136410641","136410658",0,NA,NA
"851","ENST00000619128.4",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"231165286","231165287",4,"231153469;231163093;231164959;231170402","231153564;231163635;231165200;231170566",1,"231056867","231057041",1,"231172824","231172827"
"191","ENST00000443585.6",1,"105353509","105353586",0,NA,NA,0,NA,NA,0,NA,NA,1,"105365842","105366464",0,NA,NA,1,"105330636","105330691",0,NA,NA
"654","ENST00000637506.1",1,"88772266","88772361",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"88804754;88817805;88823735;88877963;88880844;88882955;88883652;88887502;88903916","88804801;88817831;88823930;88878020;88881264;88883466;88883747;88887598;88904257",1,"88717117;88722837;88728493;88729218;88730211;88731437;88732472;88749070;88751857;88760988;88761185","88722829;88722925;88728628;88729519;88730234;88731901;88732543;88749124;88752043;88761125;88761328"
"609","ENST00000657877.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"845","ENST00000308696.11",1,"231060356","231060369",0,NA,NA,0,NA,NA,0,NA,NA,1,"231165286","231165287",5,"231061265;231153469;231163093;231164959;231170402","231061267;231153564;231163635;231165200;231170566",0,NA,NA,0,NA,NA
"575","ENST00000440172.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"138838112","138838160",1,"138981318","138981389",0,NA,NA
"574","ENST00000422774.2",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"625","ENST00000405855.6",2,"24751455;24785815","24751542;24786695",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"24729140","24729169",1,"24496970","24497139",1,"24891765;24892229;24905991;24914476;24976591;24983126;25050038;25077329;25078554","24891928;24892521;24906053;24914538;24976665;24983293;25050130;25077406;25082638"
"606","ENST00000660022.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"88603383","88603397",0,NA,NA,1,"88603662;88604347;88604864","88604261;88604603;88605110",1,"88585566","88585586"
"780","ENST00000507330.5",1,"130723694","130723893",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"130728463;130730308;130733548;130735869;130744486;130746318","130728684;130730442;130734130;130736002;130745264;130746829",1,"130678934;130680521;130680977;130681491;130684250;130686211;130690490;130703723;130705561;130706948;130708291;130716396","130679485;130680721;130681071;130681591;130684381;130686422;130690654;130703888;130705771;130707135;130708492;130716417"
"100","ENST00000343075.7",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"109089620;109092255","109090009;109092507",1,"109092787","109092937",1,"109093472","109093631",1,"109088188","109088189"
"1143","ENST00000448464.6",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"94949366","94949378",0,NA,NA
"1023","ENST00000373825.7",1,"35904879","35904974",0,NA,NA,0,NA,NA,1,"35869552","35869588",4,"35856934;35887825;35920065;35920987","35857261;35888024;35920468;35921044",4,"35838429;35869110;35870959;35891013","35838841;35869138;35870990;35891041",1,"35921098","35921147",0,NA,NA
"276","ENST00000494951.1",1,"3843109","3843323",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"3848608;3852295;3856889","3848781;3852421;3857214",1,"3812086;3816149;3822776;3823424;3825758;3826370;3826708;3829266;3829692;3831046;3833671;3834925;3836495;3836915;3837292;3838964;3839608","3815517;3816458;3823241;3823562;3825866;3826436;3826744;3829373;3829997;3831224;3834035;3835092;3836692;3837136;3837519;3839119;3839757"
"742","ENST00000493633.5",1,"34514872","34515068",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"34466139","34466270",1,"34528642;34529397;34529666;34530243;34530460;34531600;34532421","34528877;34529552;34529841;34530363;34530587;34531787;34535229"
"1141","ENST00000557423.5",2,"44995480;45008913","44995503;45009145",0,NA,NA,0,NA,NA,0,NA,NA,2,"44995902;45006267","44997404;45008147",2,"45011887;45025473","45011975;45025783",1,"44962190","44962213",0,NA,NA
"765","ENST00000467266.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"120862588","120862613",0,NA,NA,1,"120864049;120865710;120865803;120866028;120866870;120868260;120868808;120869182;120869587;120870443;120873979;120874556;120876981;120877091;120894788","120864116;120865769;120865830;120866096;120866965;120868622;120868911;120869330;120869945;120870538;120874060;120874756;120877026;120877188;120894896",1,"120855651;120860090;120860912","120858286;120860546;120861111"
"494","ENST00000422591.5",0,NA,NA,0,NA,NA,1,"15585248;15586525","15585342;15586602",0,NA,NA,3,"15579900;15595915;15600801","15579910;15596384;15601090",0,NA,NA,1,"15601569","15601592",1,"15560699","15560897"
"70","ENST00000352035.7",1,"41870355","41870719",0,NA,NA,0,NA,NA,0,NA,NA,1,"41904440","41904729",1,"41913896","41913900",1,"41918951","41919022",1,"41866917","41866918"
"722","ENST00000606525.5",1,"33662035","33662184",0,NA,NA,0,NA,NA,1,"33657147","33657676",1,"33660251","33660259",0,NA,NA,1,"33663534;33669143;33669687;33670214;33670684;33672034;33674224","33663719;33669472;33669712;33670421;33670792;33672422;33674463",1,"33657087","33657088"
"1180","ENST00000669716.1",0,NA,NA,0,NA,NA,1,"18877370;18926528;18930434;19011265;19041370;19043163;19044542;19045242;19047723;19048773","18879831;18928373;18932841;19011342;19041586;19043346;19044695;19045291;19047807;19048912",0,NA,NA,1,"19055875","19056084",0,NA,NA,1,"19068724;19073499;19075941;19077045","19068798;19073561;19076031;19077563",1,"18772743;18789811;18790570;18802664;18806035;18813616;18819355;18819554;18828585;18830436;18833002;18833756;18836320;18838752;18839182;18839932;18849225;18850677;18872444","18773373;18789919;18790767;18804847;18807465;18813743;18819460;18819786;18828719;18830639;18833103;18833918;18836409;18838872;18839313;18840137;18849284;18850905;18872501"
"807","ENST00000529000.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"67353539;67356743","67353579;67356972",1,"67350772;67352532","67352019;67352802"
"1176","ENST00000663061.1",0,NA,NA,0,NA,NA,1,"18877370;18926528;18930434;19011265;19041370;19043163;19044542;19045242;19047723;19048773","18879831;18928373;18932841;19011342;19041586;19043346;19044695;19045291;19047807;19048912",0,NA,NA,0,NA,NA,0,NA,NA,1,"19056219;19068724;19073499;19075941;19077045","19056227;19068798;19073561;19076031;19077563",1,"18772743;18789811;18790570;18802664;18806035;18813616;18819355;18819554;18828585;18830436;18833002;18833756;18836320;18838752;18839182;18839932;18849225;18850677;18872444","18773373;18789919;18790767;18804847;18807465;18813743;18819460;18819786;18828719;18830639;18833103;18833918;18836409;18838872;18839313;18840137;18849284;18850905;18872501"
"132","ENST00000494813.5",1,"153919567","153919686",0,NA,NA,1,"153922124;153926136;153926590;153926816;153928327","153922248;153926305;153926757;153926860;153928419",3,"153913303;153913517;153920632","153913408;153913523;153920707",0,NA,NA,1,"153913879","153914253",0,NA,NA,1,"153907376;153909070;153909443;153909741;153910012;153910171;153910506;153910700;153910922;153911129;153912700;153913024","153907962;153909169;153909658;153909924;153910085;153910404;153910611;153910871;153910999;153911189;153912802;153913051"
"1184","ENST00000671335.1",0,NA,NA,0,NA,NA,1,"19011265;19041370;19043163;19044542;19045242;19047723;19048773;19055875;19068724;19073499;19075941","19011342;19041586;19043346;19044695;19045291;19047807;19048912;19056227;19068798;19073561;19076031",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"18772743;18789811;18790570;18802664;18806035;18813616;18819355;18819554;18828585;18830436;18833002;18833756;18836320;18838752;18839182;18839932;18849225;18850677;18872444;18877068;18877370;18926528","18773373;18789919;18790767;18804847;18807465;18813743;18819460;18819786;18828719;18830639;18833103;18833918;18836409;18838872;18839313;18840137;18849284;18850905;18872834;18877205;18879831;18928373"
"183","ENST00000480152.2",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"86756601;86838862","86756919;86838939",1,"86890117;86892127;86899794;86900027;86912240;86917134;86919172;86921520;86923376;86923594;86929297;86930301","86890224;86892229;86899890;86900126;86912384;86917326;86919469;86921695;86923506;86927969;86929746;86932825"
"714","ENST00000439478.5",2,"33659497;33670214","33659550;33670421",0,NA,NA,1,"33662035;33662212;33663534","33662184;33662778;33663719",0,NA,NA,3,"33660251;33669143;33672034","33660259;33669375;33672398",0,NA,NA,1,"33674409","33674463",1,"33657087;33657677;33657942;33658477","33657146;33657857;33658033;33658523"
"514","ENST00000487585.5",1,"13501630","13501699",0,NA,NA,1,"13496588;13498513","13496852;13498555",0,NA,NA,1,"13501933","13502588",0,NA,NA,1,"13480215;13480381;13480700;13481246","13480349;13480446;13480773;13481382",1,"13504094;13504468","13504272;13506424"
"804","ENST00000620895.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3,"136412569;136412892;136416391","136412606;136412965;136416904",1,"136416951","136417000",1,"136410641;136411997","136410739;136412172",1,"136417195;136418017;136418555;136418828;136419044;136421832;136423095","136417214;136418109;136418673;136418918;136420933;136421976;136423761"
