"","isoform_id","ES","ES_genomic_start","ES_genomic_end","MEE","MEE_genomic_start","MEE_genomic_end","MES","MES_genomic_start","MES_genomic_end","IR","IR_genomic_start","IR_genomic_end","A5","A5_genomic_start","A5_genomic_end","A3","A3_genomic_start","A3_genomic_end","ATSS","ATSS_genomic_start","ATSS_genomic_end","ATTS","ATTS_genomic_start","ATTS_genomic_end"
"663","ENST00000392669.6",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"126408496","126408804",2,"126406460;126413397","126406473;126413505",1,"126355660;126355974;126375020;126393228","126355842;126356302;126375124;126393303",1,"126440186","126440344"
"393","ENST00000664237.1",0,NA,NA,0,NA,NA,1,"123611235;123612239","123611355;123612579",0,NA,NA,2,"123585794;123629681","123588596;123629822",2,"123585556;123629491","123585647;123629494",1,"123585300","123585539",1,"123644504","123644568"
"619","ENST00000429705.6",0,NA,NA,0,NA,NA,1,"43289740;43299754","43289789;43299815",0,NA,NA,2,"43332310;43340499","43333390;43340681",2,"43332166;43343236","43332169;43343344",1,"43286512","43286538",0,NA,NA
"282","ENST00000375769.1",0,NA,NA,0,NA,NA,0,NA,NA,1,"89605175","89605431",0,NA,NA,0,NA,NA,1,"89605012","89605038",1,"89606235","89606555"
"10","ENST00000398204.8",2,"87964634;88178935","87964684;88179129",0,NA,NA,1,"88184292;88185830;88186615","88184402;88186422;88186701",0,NA,NA,3,"88114647;88131435;88182024","88114648;88132804;88182113",0,NA,NA,0,NA,NA,0,NA,NA
"355","ENST00000483938.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"188153284;188153872;188208198;188212704;188212933;188225405;188239864;188312835;188341663;188406112;188484590;188524665;188553762;188609161;188708267","188153363;188154021;188208318;188212831;188213046;188225527;188240162;188312918;188341719;188406313;188484704;188524787;188554101;188609844;188712842",1,"188760113;188866200;188872643;188874351","188760282;188866378;188872763;188890671"
"784","ENST00000598312.6",1,"58132242","58132676",0,NA,NA,0,NA,NA,1,"58126764","58127424",0,NA,NA,1,"58142661","58142664",1,"58154735","58155110",0,NA,NA
"32","ENST00000571010.4",0,NA,NA,0,NA,NA,1,"7009796;7010059","7009889;7010137",0,NA,NA,2,"7001132;7011307","7002484;7012196",0,NA,NA,1,"7012338","7012530",1,"6875232;6880910;6926161;6985109;6999147","6876887;6881845;6926283;6985540;6999310"
"469","ENST00000453759.6",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"13291461;13295228","13291831;13295496",1,"13294596","13294987",1,"13299549;13299968;13301986","13299763;13300097;13302412",1,"13277796;13280976","13278354;13281110"
"511","ENST00000379341.9",1,"23686002","23686047",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"479","ENST00000372006.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"46055971;46131956","46057434;46132629",1,"46132794","46133036",0,NA,NA
"574","ENST00000484922.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"50813902","50814302",1,"50591647;50592365;50598266;50602633;50607381;50627614;50633178;50638174;50643308","50592144;50596964;50598535;50602813;50608184;50627675;50635668;50638308;50643683"
"696","ENST00000573476.1",1,"4263667","4263737",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"4272831","4273075",1,"4257186;4260090","4258798;4260245"
"11","ENST00000398209.7",2,"87964634;88178935","87964684;88179129",0,NA,NA,1,"88184292;88185830","88184402;88186422",0,NA,NA,3,"88114647;88131435;88182024","88114648;88132804;88182113",0,NA,NA,1,"87934143","87934420",0,NA,NA
"512","ENST00000439422.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"23667493;23671529;23674990","23667811;23671646;23674999",1,"23686395","23686397"
"281","ENST00000252506.11",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"541","ENST00000414971.1",1,"112703384","112703457",0,NA,NA,0,NA,NA,0,NA,NA,1,"112703493","112703644",0,NA,NA,1,"112704939;112705100;112706833;112707078","112704997;112706252;112707056;112707434",1,"112701127;112702563;112702999","112701713;112702693;112703001"
"733","ENST00000342697.5",1,"94932070","94932107",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"734","ENST00000448464.6",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"94949366","94949378",0,NA,NA
"326","ENST00000451445.6",0,NA,NA,0,NA,NA,1,"15585248;15586525;15589540","15585342;15586602;15589612",0,NA,NA,3,"15579900;15595915;15600801","15579910;15596384;15601090",0,NA,NA,1,"15601587","15601592",1,"15560699","15560746"
"109","ENST00000648784.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"145054141","145056030",0,NA,NA,1,"145052465","145052467",0,NA,NA
