"","isoform_id","ES","ES_genomic_start","ES_genomic_end","MEE","MEE_genomic_start","MEE_genomic_end","MES","MES_genomic_start","MES_genomic_end","IR","IR_genomic_start","IR_genomic_end","A5","A5_genomic_start","A5_genomic_end","A3","A3_genomic_start","A3_genomic_end","ATSS","ATSS_genomic_start","ATSS_genomic_end","ATTS","ATTS_genomic_start","ATTS_genomic_end"
"571","ENST00000412117.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"183505058","183505367",1,"183510643","183512429"
"570","ENST00000302327.4",1,"183506082","183506318",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"1068","ENST00000259746.13",0,NA,NA,0,NA,NA,1,"44127554;44127720","44127678;44127866",0,NA,NA,2,"44140360;44148945","44140513;44149261",2,"44134420;44138374","44134561;44138480",0,NA,NA,0,NA,NA
"1159","ENST00000374861.7",2,"101399395;101407412","101399530;101407532",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"101399884","101399926",0,NA,NA,0,NA,NA
"742","ENST00000517331.5",1,"133255270","133255400",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"133244390","133244660",1,"133262047;133264547;133280232;133284249;133297134","133262167;133264652;133280267;133284329;133297304",1,"133237171;133239072;133241874;133244355","133237529;133241527;133242074;133244380"
"377","ENST00000335282.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2,"43148084;43152931","43148091;43152979",1,"43152758","43152828",1,"43145153;43147867","43145297;43147904",0,NA,NA
"419","ENST00000640688.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"2029266","2029408",0,NA,NA,1,"2019345;2022315;2024270;2025334;2025518;2026528;2028155","2019491;2022391;2025054;2025401;2025792;2027659;2028292",1,"2030717","2030758"
"1133","ENST00000555424.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"64478051","64487114",1,"64487196","64488057",1,"64490533;64499441;64502569;64502901;64503661;64504487","64490540;64499563;64502815;64503127;64503845;64505213",1,"64449106","64449330"
"1189","ENST00000575779.2",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"5191432","5191748",1,"5184276","5184397",0,NA,NA,0,NA,NA
"294","ENST00000380228.6",2,"99695432;99722886","99695474;99723132",0,NA,NA,0,NA,NA,0,NA,NA,2,"99707678;99726256","99713437;99726269",2,"99705997;99717683","99706647;99718054",1,"99684298","99684536",1,"99726862","99727301"
"322","ENST00000335125.11",1,"23990775","23990952",0,NA,NA,0,NA,NA,1,"24001483","24001484",1,"24004392","24004754",0,NA,NA,1,"23987230;23988818","23987273;23988929",1,"24006403","24006408"
"1172","ENST00000374433.7",1,"43648585","43648704",0,NA,NA,0,NA,NA,0,NA,NA,1,"43645958","43646064",1,"43646202","43646275",0,NA,NA,1,"43643860","43643862"
"367","ENST00000405159.7",0,NA,NA,0,NA,NA,1,"73227636;73227722","73227700;73227748",0,NA,NA,0,NA,NA,0,NA,NA,1,"73232371","73232394",0,NA,NA
"467","ENST00000578186.2",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"149833241;149834135","149833864;149834631"
"1110","ENST00000587470.1",0,NA,NA,0,NA,NA,0,NA,NA,1,"59838213","59838294",0,NA,NA,0,NA,NA,1,"59707651;59731421;59735338;59737453;59738837;59764971;59773754;59808796;59811670;59817712;59834012;59837628;59837855","59707748;59731522;59735473;59737543;59738947;59765138;59773885;59808876;59811786;59817773;59834050;59837797;59837951",1,"59840315","59842255"
"970","ENST00000598088.5",0,NA,NA,0,NA,NA,1,"48624343;48624472;48624952","48624439;48624855;48625076",0,NA,NA,1,"48628277","48628651",0,NA,NA,1,"48619291","48619534",1,"48630405","48630406"
"137","ENST00000369880.8",0,NA,NA,0,NA,NA,0,NA,NA,2,"102890655;102900800","102890655;102901474",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"138","ENST00000615257.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"102869470","102869516",1,"102901894","102901899"
"618","ENST00000405925.2",0,NA,NA,0,NA,NA,1,"108214538;108215484","108214807;108215535",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"134","ENST00000357484.10",1,"89912052","89912687",0,NA,NA,0,NA,NA,0,NA,NA,1,"89902849","89903216",0,NA,NA,0,NA,NA,0,NA,NA
"288","ENST00000651438.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"45497661","45497812",2,"45505835;45506019","45505838;45507561",0,NA,NA,0,NA,NA
"722","ENST00000584723.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"75615503","75615523",1,"75588058;75590341;75590626;75590777;75591172;75591468;75591813;75592238;75592428;75592679;75594462;75594701;75594840;75596390;75596768;75600631;75601438;75602517;75602830;75603032;75603188;75605504;75605864;75606933;75610166;75610900;75611601;75611886;75612798;75612974;75613293;75613705;75614199;75614583;75614773;75614961;75615240","75590243;75590385;75590689;75591016;75591246;75591712;75592080;75592301;75592541;75593031;75594588;75594759;75594972;75596555;75596899;75600680;75601563;75602594;75602945;75603077;75603312;75605621;75606058;75607130;75610259;75610959;75611658;75612016;75612893;75613209;75613471;75613777;75614360;75614683;75614849;75615042;75615265",1,"75616381;75616524;75616874;75617085;75617580;75617810;75618126;75619075;75619358;75619681;75619800;75620208;75620467;75621031;75621345;75621501;75622004;75623781;75623949;75624175;75624370;75624543;75624771;75625123;75625527;75625766;75626088;75626407","75616446;75616785;75616961;75617304;75617677;75617922;75618185;75619219;75619563;75619799;75620020;75620357;75620921;75621176;75621408;75621570;75622080;75623854;75624064;75624269;75624447;75624639;75624916;75625238;75625660;75625977;75626228;75626849"
"687","ENST00000395353.5",1,"29834186","29834437",0,NA,NA,1,"29821325;29822547;29825942;29829612;29829730","29821391;29822656;29826092;29829662;29830315",0,NA,NA,2,"29831073;29833856","29831074;29833857",1,"29833337","29833733",0,NA,NA,0,NA,NA
"103","ENST00000477852.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"197089950;197099477;197110766;197121332;197122650;197125381;197125837;197133971;197147027;197187023;197198010;197310578","197090032;197099930;197110844;197121544;197122792;197125468;197126037;197136662;197147105;197187106;197198038;197310787",1,"196967017;196986662;196992678;196993583;196994526;196998337;196998907;197000419;197001753;197005694;197007806;197008944;197013511;197025196;197077812;197081645","196967446;196990927;196992808;196993674;196995461;196998419;196999052;197000502;197001840;197005910;197007923;197009031;197013712;197025267;197078814;197081691"
"300","ENST00000412726.5",1,"53530297","53530451",0,NA,NA,1,"52934772;52965031","52934890;52965126",0,NA,NA,0,NA,NA,0,NA,NA,1,"52340197","52340878",0,NA,NA
"923","ENST00000451055.6",0,NA,NA,0,NA,NA,0,NA,NA,1,"122912235;122912267","122912234;122912342",2,"122911360;122924343","122911491;122926392",1,"122928615","122928687",1,"122992785;123027464;123028447","122993238;123027878;123028605",1,"122909082","122909193"
"53","ENST00000412232.3",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"37784191","37784330",0,NA,NA
"604","ENST00000483154.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"173714941","173715078",1,"173734217;173751764;173753213;173755923;173756976;173766146;173774305;173775634;173782124;173785163","173734286;173751922;173753307;173756038;173757159;173766289;173774438;173775842;173782230;173786692"
"906","ENST00000572992.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"11345450;11350642","11345766;11351760"
"663","ENST00000292599.4",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"179770928","179771147",0,NA,NA,0,NA,NA
"354","ENST00000367201.7",2,"204141025;204147460","204141287;204147575",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"204151894","204152044",0,NA,NA
"235","ENST00000637309.1",1,"152098641","152098844",0,NA,NA,2,"151841668;151841903;151853448;151854852;151860711,151967126;151971886;151973669","151841739;151842088;151853564;151855375;151861729,151971785;151971988;151974027",0,NA,NA,0,NA,NA,1,"151869235","151869735",1,"152099167","152099475",1,"151832768","151832885"
"1101","ENST00000553903.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"60980844","60981024",0,NA,NA,0,NA,NA,1,"60971441;60975475;60977514;60979231","60975194;60976126;60977638;60979474"
"853","ENST00000484449.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"30600413;30601936;30602846;30603210;30603472;30603780;30604008;30604353;30604588;30604994;30605809;30606138;30606468;30606779;30607840;30608779;30609077;30609838","30601658;30602691;30602959;30603285;30603666;30603843;30604254;30604511;30604735;30605094;30606035;30606243;30606641;30606856;30607891;30608914;30609163;30609947"
"268","ENST00000290363.6",0,NA,NA,0,NA,NA,0,NA,NA,2,"150282619;150282824","150282771;150282848",1,"150284708","150285535",0,NA,NA,1,"150282543","150282554",0,NA,NA
"898","ENST00000356208.10",2,"57392230;57399928","57392492;57399968",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"1173","ENST00000395797.1",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"43645958","43646064",1,"43646202","43646275",1,"43648802","43648881",0,NA,NA
"386","ENST00000492239.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"10315852","10316015",1,"10310045","10310217"
"62","ENST00000299576.9",1,"8912453","8912533",0,NA,NA,0,NA,NA,0,NA,NA,1,"8917367","8918119",1,"8911338","8911444",0,NA,NA,0,NA,NA
"473","ENST00000311350.8",1,"35668543","35668579",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"1195","ENST00000560038.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"90354613","90354642",1,"90352284","90352303",1,"90360178;90362545;90363933","90360438;90362641;90369146"
"344","ENST00000550114.5",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"34092321;34169491;34462716","34092402;34169646;34462774",1,"33924227;33926960;33929076;33931096;33948233","33925922;33927033;33929212;33931336;33951081"
"475","ENST00000413517.1",2,"35668543;35673201","35668579;35673278",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,"35694566;35694801","35694627;35695135",1,"35632659;35634312;35635135","35633851;35634429;35635426"
