# SignalP-5.0	Organism: Eukarya	Timestamp: 20210516170757
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000533063.5	OTHER	0.002038	0.997962	
ENST00000533348.5	OTHER	0.001426	0.998574	
ENST00000534018.5	OTHER	0.002445	0.997555	
ENST00000534147.5	OTHER	0.001041	0.998959	
ENST00000534506.5	OTHER	0.001041	0.998959	
ENST00000534536.5	OTHER	0.001061	0.998939	
ENST00000534583.5	SP(Sec/SPI)	0.912720	0.087280	CS pos: 30-31. VRA-TP. Pr: 0.7775
ENST00000534941.2	OTHER	0.004798	0.995202	
ENST00000537882.2	OTHER	0.002507	0.997493	
ENST00000537912.5	OTHER	0.008155	0.991845	
ENST00000538265.5	OTHER	0.000653	0.999347	
ENST00000538351.6	OTHER	0.001444	0.998556	
ENST00000538391.1	OTHER	0.024160	0.975840	
ENST00000538442.5	OTHER	0.003128	0.996872	
ENST00000538463.5	OTHER	0.024160	0.975840	
ENST00000538789.5	OTHER	0.001759	0.998241	
ENST00000539563.5	OTHER	0.001166	0.998834	
ENST00000539633.1	OTHER	0.024160	0.975840	
ENST00000539935.6	OTHER	0.000241	0.999759	
ENST00000541082.2	OTHER	0.001016	0.998984	
ENST00000542322.5	OTHER	0.001551	0.998449	
ENST00000544396.5	OTHER	0.001854	0.998146	
ENST00000545089.5	OTHER	0.000470	0.999530	
ENST00000545180.5	OTHER	0.000471	0.999529	
ENST00000547327.2	OTHER	0.001020	0.998980	
ENST00000548918.1	OTHER	0.001689	0.998311	
ENST00000550896.1	OTHER	0.002407	0.997593	
ENST00000551457.1	OTHER	0.001689	0.998311	
ENST00000553215.5	OTHER	0.007636	0.992364	
ENST00000553903.1	OTHER	0.001233	0.998767	
ENST00000554611.5	SP(Sec/SPI)	0.765615	0.234385	CS pos: 25-26. VHR-AR. Pr: 0.1687
ENST00000554917.5	OTHER	0.001493	0.998507	
ENST00000555220.5	OTHER	0.001268	0.998732	
ENST00000555420.1	OTHER	0.005498	0.994502	
ENST00000555424.1	OTHER	0.001904	0.998096	
ENST00000555819.5	OTHER	0.012858	0.987142	
ENST00000556313.1	OTHER	0.001783	0.998217	
ENST00000556504.5	OTHER	0.009492	0.990508	
ENST00000557135.5	OTHER	0.002485	0.997515	
ENST00000558273.5	OTHER	0.005648	0.994352	
ENST00000558586.1	OTHER	0.003891	0.996109	
ENST00000559387.5	OTHER	0.002878	0.997122	
ENST00000559390.5	OTHER	0.001330	0.998670	
ENST00000559876.1	OTHER	0.001323	0.998677	
ENST00000559895.5	OTHER	0.001254	0.998746	
ENST00000560038.5	OTHER	0.024158	0.975842	
ENST00000560410.5	OTHER	0.000445	0.999555	
ENST00000560741.5	OTHER	0.001323	0.998677	
ENST00000566066.5	OTHER	0.000633	0.999367	
ENST00000566252.1	OTHER	0.000633	0.999367	
ENST00000570234.5	OTHER	0.000633	0.999367	
ENST00000570932.5	OTHER	0.000646	0.999354	
ENST00000574575.2	OTHER	0.001302	0.998698	
ENST00000574902.5	OTHER	0.001118	0.998882	
ENST00000575363.1	OTHER	0.041140	0.958860	
ENST00000575779.2	OTHER	0.000458	0.999542	
ENST00000576027.1	OTHER	0.009781	0.990219	
ENST00000576053.1	OTHER	0.006699	0.993301	
ENST00000576416.5	OTHER	0.001118	0.998882	
ENST00000576772.1	OTHER	0.000458	0.999542	
ENST00000576863.1	OTHER	0.001118	0.998882	
ENST00000578186.2	OTHER	0.000522	0.999478	
ENST00000579512.2	OTHER	0.000522	0.999478	
ENST00000579742.5	OTHER	0.002919	0.997081	
ENST00000579872.1	OTHER	0.001804	0.998196	
ENST00000579971.5	OTHER	0.000669	0.999331	
ENST00000580032.1	OTHER	0.000585	0.999415	
ENST00000580518.1	OTHER	0.011112	0.988888	
ENST00000581110.1	OTHER	0.000625	0.999375	
ENST00000581580.5	OTHER	0.001104	0.998896	
ENST00000583227.5	SP(Sec/SPI)	0.905154	0.094846	CS pos: 27-28. LLA-AP. Pr: 0.4694
ENST00000584580.1	OTHER	0.002919	0.997081	
ENST00000585246.5	SP(Sec/SPI)	0.905154	0.094846	CS pos: 27-28. LLA-AP. Pr: 0.4694
ENST00000585847.5	OTHER	0.000782	0.999218	
ENST00000586438.5	OTHER	0.000547	0.999453	
ENST00000586525.5	OTHER	0.006293	0.993707	
ENST00000586578.1	OTHER	0.007271	0.992729	
ENST00000586681.5	OTHER	0.004500	0.995500	
ENST00000586826.1	OTHER	0.006762	0.993238	
ENST00000587065.2	OTHER	0.016099	0.983901	
ENST00000587090.5	OTHER	0.001550	0.998450	
ENST00000587212.5	OTHER	0.006114	0.993886	
ENST00000587682.5	OTHER	0.004129	0.995871	
ENST00000587945.1	OTHER	0.005484	0.994516	
ENST00000588149.5	OTHER	0.010800	0.989200	
ENST00000589194.5	OTHER	0.006293	0.993707	
ENST00000589230.5	OTHER	0.004500	0.995500	
ENST00000589823.6	OTHER	0.000782	0.999218	
ENST00000590176.5	OTHER	0.005076	0.994924	
ENST00000590374.5	OTHER	0.014871	0.985129	
ENST00000590510.5	OTHER	0.006610	0.993390	
ENST00000590800.6	OTHER	0.000547	0.999453	
ENST00000590959.5	OTHER	0.004897	0.995103	
ENST00000591070.5	OTHER	0.004500	0.995500	
ENST00000591168.5	OTHER	0.004129	0.995871	
ENST00000591279.5	OTHER	0.006293	0.993707	
ENST00000591576.5	OTHER	0.004500	0.995500	
ENST00000591606.1	OTHER	0.080674	0.919326	
ENST00000591712.1	OTHER	0.022733	0.977267	
ENST00000591713.5	OTHER	0.000470	0.999530	
ENST00000591877.1	OTHER	0.004223	0.995777	
ENST00000592299.6	OTHER	0.000471	0.999529	
ENST00000592350.5	OTHER	0.004129	0.995871	
ENST00000592398.1	OTHER	0.022733	0.977267	
ENST00000592695.1	OTHER	0.004500	0.995500	
ENST00000593138.5	OTHER	0.004500	0.995500	
ENST00000593308.1	OTHER	0.002465	0.997535	
ENST00000594968.1	OTHER	0.001590	0.998410	
ENST00000596831.1	OTHER	0.000402	0.999598	
ENST00000598088.5	OTHER	0.001559	0.998441	
ENST00000599748.5	OTHER	0.002465	0.997535	
ENST00000599966.5	OTHER	0.001991	0.998009	
ENST00000601364.5	OTHER	0.000533	0.999467	
ENST00000601704.1	OTHER	0.002465	0.997535	
ENST00000601712.5	OTHER	0.002465	0.997535	
ENST00000608382.5	OTHER	0.001812	0.998188	
ENST00000609683.5	OTHER	0.000958	0.999042	
ENST00000610588.4	OTHER	0.001329	0.998671	
ENST00000611324.4	OTHER	0.000806	0.999194	
ENST00000611337.4	OTHER	0.001234	0.998766	
ENST00000611712.4	OTHER	0.000438	0.999562	
ENST00000612061.1	OTHER	0.000522	0.999478	
ENST00000612272.4	OTHER	0.001216	0.998784	
ENST00000613071.1	OTHER	0.001352	0.998648	
ENST00000613424.4	OTHER	0.000395	0.999605	
ENST00000614112.4	OTHER	0.001063	0.998937	
ENST00000614122.4	OTHER	0.001216	0.998784	
ENST00000614189.4	OTHER	0.000936	0.999064	
ENST00000614204.4	OTHER	0.008994	0.991006	
ENST00000614243.4	SP(Sec/SPI)	0.999251	0.000749	CS pos: 27-28. CWA-RE. Pr: 0.9921
ENST00000614272.1	OTHER	0.000522	0.999478	
ENST00000614306.1	SP(Sec/SPI)	0.813257	0.186743	CS pos: 41-42. SQA-GD. Pr: 0.6178
ENST00000615182.5	OTHER	0.001216	0.998784	
ENST00000615193.4	OTHER	0.001579	0.998421	
ENST00000615257.1	OTHER	0.000517	0.999483	
ENST00000615264.4	OTHER	0.000426	0.999574	
ENST00000615409.1	SP(Sec/SPI)	0.999165	0.000835	CS pos: 25-26. AHG-LW. Pr: 0.9557
ENST00000615432.4	OTHER	0.001234	0.998766	
ENST00000615466.1	OTHER	0.000680	0.999320	
ENST00000616279.4	OTHER	0.000251	0.999749	
ENST00000617822.4	OTHER	0.001579	0.998421	
ENST00000618193.1	OTHER	0.000522	0.999478	
ENST00000618200.4	OTHER	0.006603	0.993397	
ENST00000618403.5	OTHER	0.021382	0.978618	
ENST00000618462.4	OTHER	0.000925	0.999075	
ENST00000618863.1	OTHER	0.182336	0.817664	
ENST00000618991.4	OTHER	0.000673	0.999327	
ENST00000619045.1	OTHER	0.319616	0.680384	
ENST00000619420.4	OTHER	0.001073	0.998927	
ENST00000619501.4	OTHER	0.001147	0.998853	
ENST00000619682.1	OTHER	0.003411	0.996589	
ENST00000620396.4	OTHER	0.068827	0.931173	
ENST00000620628.4	OTHER	0.001216	0.998784	
ENST00000621014.1	OTHER	0.000812	0.999188	
ENST00000621160.4	OTHER	0.006603	0.993397	
ENST00000621208.4	OTHER	0.000481	0.999519	
ENST00000621520.1	OTHER	0.000522	0.999478	
ENST00000621761.4	OTHER	0.001534	0.998466	
ENST00000621780.1	OTHER	0.002214	0.997786	
ENST00000621871.1	OTHER	0.005188	0.994812	
ENST00000622072.1	OTHER	0.004129	0.995871	
ENST00000622873.4	OTHER	0.001936	0.998064	
ENST00000622986.3	OTHER	0.017083	0.982917	
ENST00000624161.3	OTHER	0.052868	0.947132	
ENST00000624652.1	OTHER	0.001559	0.998441	
ENST00000624697.4	OTHER	0.001559	0.998441	
ENST00000628193.2	SP(Sec/SPI)	0.813257	0.186743	CS pos: 41-42. SQA-GD. Pr: 0.6178
ENST00000630942.2	OTHER	0.000575	0.999425	
ENST00000633867.1	OTHER	0.006189	0.993811	
ENST00000634318.1	OTHER	0.000733	0.999267	
ENST00000635511.1	OTHER	0.000733	0.999267	
ENST00000635738.1	OTHER	0.001256	0.998744	
ENST00000635904.1	OTHER	0.000926	0.999074	
ENST00000636350.1	OTHER	0.000719	0.999281	
ENST00000636598.1	OTHER	0.000926	0.999074	
ENST00000636947.1	OTHER	0.001256	0.998744	
ENST00000637217.1	OTHER	0.000926	0.999074	
ENST00000637309.1	OTHER	0.000241	0.999759	
ENST00000637312.1	OTHER	0.001256	0.998744	
ENST00000637547.1	OTHER	0.000926	0.999074	
ENST00000637828.1	OTHER	0.000926	0.999074	
ENST00000638005.1	OTHER	0.000318	0.999682	
ENST00000638378.1	SP(Sec/SPI)	0.946061	0.053939	CS pos: 26-27. AWS-SA. Pr: 0.3731
ENST00000638583.1	SP(Sec/SPI)	0.605505	0.394495	CS pos: 51-52. STA-SH. Pr: 0.3712
ENST00000638630.1	OTHER	0.001960	0.998040	
ENST00000638763.1	OTHER	0.000680	0.999320	
ENST00000638771.1	SP(Sec/SPI)	0.981081	0.018919	CS pos: 24-25. TRA-MN. Pr: 0.8740
ENST00000639161.1	OTHER	0.001531	0.998469	
ENST00000640094.1	OTHER	0.006908	0.993092	
ENST00000640615.1	OTHER	0.000406	0.999594	
ENST00000640694.1	OTHER	0.000344	0.999656	
ENST00000642864.1	OTHER	0.000344	0.999656	
ENST00000642920.2	OTHER	0.000861	0.999139	
ENST00000644631.2	OTHER	0.001832	0.998168	
ENST00000645453.2	OTHER	0.001147	0.998853	
ENST00000647377.1	OTHER	0.000801	0.999199	
ENST00000647478.1	OTHER	0.000861	0.999139	
ENST00000648990.1	SP(Sec/SPI)	0.945575	0.054425	CS pos: 26-27. SSS-QD. Pr: 0.6818
ENST00000649042.1	OTHER	0.000320	0.999680	
ENST00000649522.1	OTHER	0.003708	0.996292	
ENST00000649529.1	OTHER	0.001371	0.998629	
ENST00000649724.1	OTHER	0.000320	0.999680	
ENST00000649749.1	OTHER	0.000320	0.999680	
ENST00000650207.1	SP(Sec/SPI)	0.945575	0.054425	CS pos: 26-27. SSS-QD. Pr: 0.6818
ENST00000650574.1	OTHER	0.002292	0.997708	
ENST00000651242.1	OTHER	0.003138	0.996862	
ENST00000651354.1	OTHER	0.354431	0.645569	
ENST00000651438.1	SP(Sec/SPI)	0.879411	0.120589	CS pos: 33-34. ASA-EP. Pr: 0.4550
ENST00000651586.1	OTHER	0.354431	0.645569	
ENST00000652570.1	OTHER	0.052287	0.947713	
ENST00000674260.1	OTHER	0.024265	0.975735	
