# SignalP-5.0	Organism: Eukarya	Timestamp: 20210516120705
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000540184.5	OTHER	0.001676	0.998324	
ENST00000540632.6	OTHER	0.003183	0.996817	
ENST00000541252.1	OTHER	0.000927	0.999073	
ENST00000542029.1	SP(Sec/SPI)	0.999770	0.000230	CS pos: 19-20. ALA-DQ. Pr: 0.9175
ENST00000542174.5	OTHER	0.000583	0.999417	
ENST00000542388.1	OTHER	0.001154	0.998846	
ENST00000542403.3	OTHER	0.000655	0.999345	
ENST00000543039.2	OTHER	0.002666	0.997334	
ENST00000543067.6	OTHER	0.000455	0.999545	
ENST00000543496.3	SP(Sec/SPI)	0.617268	0.382732	CS pos: 38-39. SSA-SS. Pr: 0.1671
ENST00000543896.1	OTHER	0.008865	0.991135	
ENST00000544166.5	OTHER	0.001205	0.998795	
ENST00000544417.5	SP(Sec/SPI)	0.990137	0.009863	CS pos: 20-21. LEA-IQ. Pr: 0.8654
ENST00000544658.5	OTHER	0.000583	0.999417	
ENST00000544915.5	OTHER	0.000296	0.999704	
ENST00000544943.5	OTHER	0.001428	0.998572	
ENST00000544997.5	OTHER	0.000607	0.999393	
ENST00000545125.1	OTHER	0.002666	0.997334	
ENST00000545217.5	OTHER	0.006129	0.993871	
ENST00000545331.5	OTHER	0.009845	0.990155	
ENST00000545652.6	OTHER	0.000426	0.999574	
ENST00000545896.1	OTHER	0.013317	0.986683	
ENST00000546544.5	OTHER	0.041962	0.958038	
ENST00000546590.2	SP(Sec/SPI)	0.545474	0.454526	CS pos: 21-22. LSA-DF. Pr: 0.2577
ENST00000547750.2	OTHER	0.000914	0.999086	
ENST00000548305.5	SP(Sec/SPI)	0.720964	0.279036	CS pos: 21-22. LSA-DF. Pr: 0.3629
ENST00000549919.1	OTHER	0.001643	0.998357	
ENST00000552951.7	OTHER	0.000914	0.999086	
ENST00000553769.6	OTHER	0.002485	0.997515	
ENST00000554605.5	OTHER	0.002486	0.997514	
ENST00000555276.5	OTHER	0.000597	0.999403	
ENST00000555819.5	OTHER	0.012858	0.987142	
ENST00000555874.5	OTHER	0.003945	0.996055	
ENST00000556504.5	OTHER	0.009492	0.990508	
ENST00000556695.5	OTHER	0.001399	0.998601	
ENST00000556783.5	OTHER	0.005507	0.994493	
ENST00000556823.1	OTHER	0.001275	0.998725	
ENST00000557135.5	OTHER	0.002485	0.997515	
ENST00000557347.5	OTHER	0.005890	0.994110	
ENST00000557395.5	OTHER	0.001424	0.998576	
ENST00000557423.5	OTHER	0.076000	0.924000	
ENST00000557901.5	SP(Sec/SPI)	0.978839	0.021161	CS pos: 20-21. LEA-IQ. Pr: 0.8486
ENST00000557985.2	OTHER	0.002084	0.997916	
ENST00000558055.5	OTHER	0.000655	0.999345	
ENST00000558126.1	OTHER	0.000678	0.999322	
ENST00000558273.5	OTHER	0.005648	0.994352	
ENST00000558878.6	OTHER	0.001660	0.998340	
ENST00000559056.5	OTHER	0.000607	0.999393	
ENST00000559817.1	OTHER	0.001451	0.998549	
ENST00000560346.5	OTHER	0.000655	0.999345	
ENST00000560491.2	OTHER	0.000521	0.999479	
ENST00000560806.6	OTHER	0.050976	0.949024	
ENST00000561230.5	OTHER	0.000655	0.999345	
ENST00000561424.5	SP(Sec/SPI)	0.994956	0.005044	CS pos: 20-21. LEA-IQ. Pr: 0.8824
ENST00000561457.2	OTHER	0.002084	0.997916	
ENST00000562086.1	OTHER	0.000682	0.999318	
ENST00000562637.1	OTHER	0.003843	0.996157	
ENST00000563500.5	OTHER	0.003707	0.996293	
ENST00000563905.5	OTHER	0.021132	0.978868	
ENST00000564848.1	OTHER	0.008804	0.991196	
ENST00000565898.5	OTHER	0.003707	0.996293	
ENST00000567617.1	OTHER	0.004209	0.995791	
ENST00000569673.2	OTHER	0.000280	0.999720	
ENST00000571605.1	SP(Sec/SPI)	0.988262	0.011738	CS pos: 18-19. SWG-QQ. Pr: 0.9434
ENST00000572173.1	OTHER	0.008266	0.991734	
ENST00000572393.1	OTHER	0.000871	0.999129	
ENST00000574481.6	SP(Sec/SPI)	0.991159	0.008841	CS pos: 18-19. SWG-CG. Pr: 0.7892
ENST00000574576.2	OTHER	0.008473	0.991527	
ENST00000574639.1	OTHER	0.001351	0.998649	
ENST00000576027.1	OTHER	0.009781	0.990219	
ENST00000577322.1	OTHER	0.159197	0.840803	
ENST00000578270.5	OTHER	0.006553	0.993447	
ENST00000580981.5	OTHER	0.001509	0.998491	
ENST00000582970.5	OTHER	0.002428	0.997572	
ENST00000583358.1	OTHER	0.000630	0.999370	
ENST00000585436.5	OTHER	0.001340	0.998660	
ENST00000585494.5	OTHER	0.005409	0.994591	
ENST00000585644.1	OTHER	0.004965	0.995035	
ENST00000587161.5	OTHER	0.001793	0.998207	
ENST00000587200.1	OTHER	0.001340	0.998660	
ENST00000587655.2	OTHER	0.005076	0.994924	
ENST00000588018.5	SP(Sec/SPI)	0.999509	0.000491	CS pos: 22-23. PEA-SQ. Pr: 0.7561
ENST00000588140.1	OTHER	0.000912	0.999088	
ENST00000589703.5	OTHER	0.000244	0.999756	
ENST00000590151.5	OTHER	0.000658	0.999342	
ENST00000590176.5	OTHER	0.005076	0.994924	
ENST00000590190.1	OTHER	0.020684	0.979316	
ENST00000590998.5	OTHER	0.005076	0.994924	
ENST00000591277.1	SP(Sec/SPI)	0.999509	0.000491	CS pos: 22-23. PEA-SQ. Pr: 0.7561
ENST00000592537.5	SP(Sec/SPI)	0.999509	0.000491	CS pos: 22-23. PEA-SQ. Pr: 0.7561
ENST00000592693.1	OTHER	0.001678	0.998322	
ENST00000592699.5	OTHER	0.005409	0.994591	
ENST00000592881.1	OTHER	0.002666	0.997334	
ENST00000592889.1	SP(Sec/SPI)	0.999146	0.000854	CS pos: 22-23. PEA-SQ. Pr: 0.7495
ENST00000596297.1	OTHER	0.000853	0.999147	
ENST00000596504.1	OTHER	0.000665	0.999335	
ENST00000599417.2	OTHER	0.000853	0.999147	
ENST00000600973.5	OTHER	0.000853	0.999147	
ENST00000602637.1	OTHER	0.000762	0.999238	
ENST00000602841.5	OTHER	0.001009	0.998991	
ENST00000606117.2	OTHER	0.001199	0.998801	
ENST00000606364.5	OTHER	0.001017	0.998983	
ENST00000606427.5	OTHER	0.005540	0.994460	
ENST00000610288.4	OTHER	0.007025	0.992975	
ENST00000610318.4	OTHER	0.000294	0.999706	
ENST00000610727.1	OTHER	0.000515	0.999485	
ENST00000612117.4	OTHER	0.007991	0.992009	
ENST00000612478.4	OTHER	0.000719	0.999281	
ENST00000612813.4	OTHER	0.006603	0.993397	
ENST00000612910.1	OTHER	0.001849	0.998151	
ENST00000613292.1	OTHER	0.003749	0.996251	
ENST00000613424.4	OTHER	0.000395	0.999605	
ENST00000613938.4	OTHER	0.001444	0.998556	
ENST00000614204.4	OTHER	0.008994	0.991006	
ENST00000614739.4	OTHER	0.000380	0.999620	
ENST00000615264.4	OTHER	0.000426	0.999574	
ENST00000615332.5	OTHER	0.005539	0.994461	
ENST00000615724.1	OTHER	0.001088	0.998912	
ENST00000615911.4	OTHER	0.000956	0.999044	
ENST00000615946.4	OTHER	0.000490	0.999510	
ENST00000615985.4	OTHER	0.000244	0.999756	
ENST00000616568.5	OTHER	0.007294	0.992706	
ENST00000616701.5	SP(Sec/SPI)	0.968925	0.031075	CS pos: 24-25. GSA-AP. Pr: 0.7886
ENST00000616874.1	OTHER	0.007380	0.992620	
ENST00000617103.4	OTHER	0.000569	0.999431	
ENST00000617246.4	OTHER	0.002824	0.997176	
ENST00000617562.4	OTHER	0.052497	0.947503	
ENST00000617926.4	OTHER	0.001255	0.998745	
ENST00000618072.4	OTHER	0.000583	0.999417	
ENST00000618200.4	OTHER	0.006603	0.993397	
ENST00000618621.4	OTHER	0.003322	0.996678	
ENST00000618721.4	OTHER	0.007380	0.992620	
ENST00000618863.1	OTHER	0.182336	0.817664	
ENST00000618865.4	SP(Sec/SPI)	0.968925	0.031075	CS pos: 24-25. GSA-AP. Pr: 0.7886
ENST00000619085.1	OTHER	0.001586	0.998414	
ENST00000619128.4	OTHER	0.000464	0.999536	
ENST00000619294.4	OTHER	0.003365	0.996635	
ENST00000619381.4	OTHER	0.001614	0.998386	
ENST00000620066.1	OTHER	0.006214	0.993786	
ENST00000620278.1	OTHER	0.000832	0.999168	
ENST00000620308.1	OTHER	0.000230	0.999770	
ENST00000620575.4	OTHER	0.001456	0.998544	
ENST00000620862.4	OTHER	0.002880	0.997120	
ENST00000621029.4	SP(Sec/SPI)	0.968925	0.031075	CS pos: 24-25. GSA-AP. Pr: 0.7886
ENST00000621160.4	OTHER	0.006603	0.993397	
ENST00000621271.4	OTHER	0.000569	0.999431	
ENST00000621302.4	OTHER	0.003365	0.996635	
ENST00000621321.1	OTHER	0.052497	0.947503	
ENST00000621385.1	OTHER	0.000523	0.999477	
ENST00000622134.4	OTHER	0.002644	0.997356	
ENST00000622317.5	OTHER	0.000914	0.999086	
ENST00000622493.4	OTHER	0.001255	0.998745	
ENST00000622509.4	OTHER	0.003365	0.996635	
ENST00000622559.4	OTHER	0.052497	0.947503	
ENST00000622612.4	OTHER	0.003365	0.996635	
ENST00000624652.1	OTHER	0.001559	0.998441	
ENST00000624697.4	OTHER	0.001559	0.998441	
ENST00000625767.1	OTHER	0.007894	0.992106	
ENST00000627170.2	OTHER	0.000716	0.999284	
ENST00000630422.2	OTHER	0.012885	0.987115	
ENST00000634509.1	OTHER	0.003317	0.996683	
ENST00000635816.1	SP(Sec/SPI)	0.959366	0.040634	CS pos: 23-24. VQG-QN. Pr: 0.9523
ENST00000636056.1	SP(Sec/SPI)	0.959366	0.040634	CS pos: 23-24. VQG-QN. Pr: 0.9523
ENST00000636998.1	OTHER	0.000414	0.999586	
ENST00000637481.1	OTHER	0.000414	0.999586	
ENST00000638429.1	SP(Sec/SPI)	0.959366	0.040634	CS pos: 23-24. VQG-QN. Pr: 0.9523
ENST00000640853.1	OTHER	0.002824	0.997176	
ENST00000642955.1	OTHER	0.005627	0.994373	
ENST00000643220.1	OTHER	0.000455	0.999545	
ENST00000644095.1	OTHER	0.000455	0.999545	
ENST00000644798.1	OTHER	0.000455	0.999545	
ENST00000645843.1	OTHER	0.002193	0.997807	
ENST00000647986.1	OTHER	0.001017	0.998983	
ENST00000648006.2	SP(Sec/SPI)	0.994956	0.005044	CS pos: 20-21. LEA-IQ. Pr: 0.8824
ENST00000648772.1	OTHER	0.002858	0.997142	
ENST00000649529.1	OTHER	0.001371	0.998629	
ENST00000649585.1	OTHER	0.001984	0.998016	
ENST00000649748.1	OTHER	0.000913	0.999087	
ENST00000650591.1	SP(Sec/SPI)	0.994564	0.005436	CS pos: 24-25. SEA-NF. Pr: 0.9608
ENST00000651117.1	OTHER	0.004962	0.995038	
ENST00000651178.1	OTHER	0.004962	0.995038	
ENST00000651282.1	OTHER	0.004962	0.995038	
ENST00000651379.1	OTHER	0.004962	0.995038	
ENST00000651380.1	OTHER	0.004962	0.995038	
ENST00000651600.1	OTHER	0.356984	0.643016	
ENST00000651686.1	OTHER	0.004962	0.995038	
ENST00000651689.1	OTHER	0.004962	0.995038	
ENST00000651791.1	OTHER	0.004962	0.995038	
ENST00000652059.1	OTHER	0.004962	0.995038	
ENST00000652309.1	OTHER	0.004962	0.995038	
ENST00000652466.1	OTHER	0.000583	0.999417	
ENST00000652489.1	OTHER	0.001185	0.998815	
ENST00000652730.1	OTHER	0.004962	0.995038	
ENST00000652755.1	OTHER	0.006391	0.993609	
ENST00000673841.1	OTHER	0.000456	0.999544	
ENST00000673847.1	OTHER	0.000456	0.999544	
ENST00000673863.1	OTHER	0.049032	0.950968	
ENST00000674080.1	OTHER	0.000456	0.999544	
ENST00000674081.1	OTHER	0.000456	0.999544	
ENST00000674153.1	OTHER	0.000456	0.999544	
ENST00000674184.1	OTHER	0.001185	0.998815	
